uid,scheme,id,schemeName,uri
XI-LEI|213800XSK41EPCUHOH45,XI-LEI,213800XSK41EPCUHOH45,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
NL-KVK|34316088,NL-KVK,34316088,Chamber of Commerce (Netherlands),https://www.kvk.nl/zoeken/handelsregister/
XI-LEI|335800RKIDK6O4P2KJ98,XI-LEI,335800RKIDK6O4P2KJ98,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
IN-MCA|U40109TN1993PTC026223,IN-MCA,U40109TN1993PTC026223,"Government of India, Ministry of Corporate Affairs",http://www.mca.gov.in/
XI-LEI|2549006LMVC63GYH6G12,XI-LEI,2549006LMVC63GYH6G12,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|12473084,GB-COH,12473084,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|12473751,GB-COH,12473751,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|SC057974,GB-COH,SC057974,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|SC077750,GB-COH,SC077750,Companies House,http://www.companieshouse.gov.uk/
GB-COH|07079191,GB-COH,07079191,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|13148646,GB-COH,13148646,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|11398848,GB-COH,11398848,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03628497,GB-COH,03628497,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|11485932,GB-COH,11485932,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|07848449,GB-COH,07848449,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|02748866,GB-COH,02748866,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|10573435,GB-COH,10573435,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|10573715,GB-COH,10573715,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|04560068,GB-COH,04560068,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|04487223,GB-COH,04487223,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|06547400,GB-COH,06547400,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|15671911,GB-COH,15671911,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|16039527,GB-COH,16039527,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|11787488,GB-COH,11787488,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|11787495,GB-COH,11787495,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|16130095,GB-COH,16130095,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|16130094,GB-COH,16130094,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|14067214,GB-COH,14067214,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|14067273,GB-COH,14067273,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|00856444,GB-COH,00856444,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|12313114,GB-COH,12313114,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|12473113,GB-COH,12473113,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|11719194,GB-COH,11719194,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|06383221,GB-COH,06383221,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03847957,GB-COH,03847957,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|16140733,GB-COH,16140733,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|01021007,GB-COH,01021007,Companies House,http://www.companieshouse.gov.uk/
GB-COH|02160234,GB-COH,02160234,Companies House,http://www.companieshouse.gov.uk/
GB-COH|15655085,GB-COH,15655085,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|00404347,GB-COH,00404347,Companies House,http://www.companieshouse.gov.uk/
GB-COH|11796185,GB-COH,11796185,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|00983913,GB-COH,00983913,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|01004984,GB-COH,01004984,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|08723444,GB-COH,08723444,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|08900469,GB-COH,08900469,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03221603,GB-COH,03221603,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|08140815,GB-COH,08140815,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|11188145,GB-COH,11188145,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|12000539,GB-COH,12000539,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|00895797,GB-COH,00895797,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|07974274,GB-COH,07974274,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|01009905,GB-COH,01009905,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|05335923,GB-COH,05335923,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|15363762,GB-COH,15363762,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|05335927,GB-COH,05335927,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|00305943,GB-COH,00305943,Companies House,http://www.companieshouse.gov.uk/
GB-COH|12105028,GB-COH,12105028,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|00908982,GB-COH,00908982,Companies House,http://www.companieshouse.gov.uk/
GB-COH|13461160,GB-COH,13461160,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03502262,GB-COH,03502262,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|09971526,GB-COH,09971526,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|11041000,GB-COH,11041000,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|00284323,GB-COH,00284323,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|10519279,GB-COH,10519279,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|04316931,GB-COH,04316931,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|04446121,GB-COH,04446121,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|08812651,GB-COH,08812651,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|10027204,GB-COH,10027204,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|09978028,GB-COH,09978028,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|07599899,GB-COH,07599899,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|07974282,GB-COH,07974282,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|01937364,GB-COH,01937364,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|06383184,GB-COH,06383184,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|04833438,GB-COH,04833438,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|09646587,GB-COH,09646587,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|SC135813,GB-COH,SC135813,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|00972944,GB-COH,00972944,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|13311592,GB-COH,13311592,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|04075308,GB-COH,04075308,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|00615393,GB-COH,00615393,Companies House,http://www.companieshouse.gov.uk/
GB-COH|07521628,GB-COH,07521628,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|13947643,GB-COH,13947643,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|13923476,GB-COH,13923476,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|07079220,GB-COH,07079220,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|05971273,GB-COH,05971273,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|549300FJOXFUONBUSB24,XI-LEI,549300FJOXFUONBUSB24,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|860013,US-SAM,860013,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|549300GL1JKOPE05D156,XI-LEI,549300GL1JKOPE05D156,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|00263889,GB-COH,00263889,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|254900E2H6UPESEYHK67,XI-LEI,254900E2H6UPESEYHK67,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|2342992,US-SAM,2342992,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|549300O4I4C09FVKBE77,XI-LEI,549300O4I4C09FVKBE77,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|SC107896,GB-COH,SC107896,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|549300S6ZINNW7Y1NP62,XI-LEI,549300S6ZINNW7Y1NP62,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
SG-ACRA|196600436K,SG-ACRA,196600436K,Accounting and Corporate Regulatory Authority (ACRA),http://www.acra.gov.sg/
XI-LEI|549300KT0ZQUIBAX8U21,XI-LEI,549300KT0ZQUIBAX8U21,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|5795097,US-SAM,5795097,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|335800DTEWI5HM8G1295,XI-LEI,335800DTEWI5HM8G1295,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
IN-MCA|U50100MH2002PTC138480,IN-MCA,U50100MH2002PTC138480,"Government of India, Ministry of Corporate Affairs",http://www.mca.gov.in/
XI-LEI|549300GFYQ2Z4MV18T39,XI-LEI,549300GFYQ2Z4MV18T39,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|335800KCNMKXQFPJ5Q28,XI-LEI,335800KCNMKXQFPJ5Q28,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
IN-MCA|L23200MH1979PLC021359,IN-MCA,L23200MH1979PLC021359,"Government of India, Ministry of Corporate Affairs",http://www.mca.gov.in/
XI-LEI|6HF6UF5XUDTS104QCS33,XI-LEI,6HF6UF5XUDTS104QCS33,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|00446915,GB-COH,00446915,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|5493008CHX3FW76KG908,XI-LEI,5493008CHX3FW76KG908,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|549300AGC7BAI04R6015,XI-LEI,549300AGC7BAI04R6015,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|4244298,US-SAM,4244298,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|549300UMEO4KHSEGTG58,XI-LEI,549300UMEO4KHSEGTG58,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|08298838,GB-COH,08298838,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|549300P807JHWY1X1063,XI-LEI,549300P807JHWY1X1063,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|549300KWC0CKSSHUZ327,XI-LEI,549300KWC0CKSSHUZ327,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|00140132,GB-COH,00140132,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|549300LCKI6BWPCJGX28,XI-LEI,549300LCKI6BWPCJGX28,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|12825643,GB-COH,12825643,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|549300LH9YXVHGYN6V32,XI-LEI,549300LH9YXVHGYN6V32,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|549300MOF13GKBNRVV53,XI-LEI,549300MOF13GKBNRVV53,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|00871912,GB-COH,00871912,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|549300NCTSINOQUCE407,XI-LEI,549300NCTSINOQUCE407,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
NL-KVK|72399104,NL-KVK,72399104,Chamber of Commerce (Netherlands),https://www.kvk.nl/zoeken/handelsregister/
XI-LEI|549300X4LGFEE4L28815,XI-LEI,549300X4LGFEE4L28815,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
LU-RCS|B45782,LU-RCS,B45782,Luxembourg Trade and Companies Register,https://www.lbr.lu/
XI-LEI|549300XDLZSTRWVYDS48,XI-LEI,549300XDLZSTRWVYDS48,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|249359,US-SAM,249359,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|549300XJERYFRMOP7O39,XI-LEI,549300XJERYFRMOP7O39,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
ES-RMC|CS-32548-8,ES-RMC,CS-32548-8,Central Commercial Register of the Kingdom of Spain,http://www.rmc.es/Home.aspx
XI-LEI|549300YF2JG5OMW7UO84,XI-LEI,549300YF2JG5OMW7UO84,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
SE-ON|556081-6604,SE-ON,556081-6604,"Business Registration Number (Organisationsnummer), Sweden",http://www.bolagsverket.se/ff/foretagsformer/organisationsnummer-1.7902
XI-LEI|549300YG7WG1HR9KGW98,XI-LEI,549300YG7WG1HR9KGW98,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
